FECHA,CONCURSO,N1,N2,N3,N4,N5,N6,BOLSA
07/03/2018,3157,11,18,21,30,34,40,185500000
04/03/2018,3156,6,12,22,23,24,39,183600000
28/02/2018,3155,4,9,10,16,35,50,182000000
25/02/2018,3154,11,13,28,32,41,51,180000000
21/02/2018,3153,16,19,23,40,43,55,178700000
18/02/2018,3152,17,26,30,32,48,49,176500000
14/02/2018,3151,12,25,30,37,43,53,174900000
11/02/2018,3150,3,7,25,28,42,44,172900000
07/02/2018,3149,6,8,26,34,35,38,171500000
04/02/2018,3148,2,4,7,11,23,46,169500000
31/01/2018,3147,14,18,25,35,36,55,168000000
28/01/2018,3146,4,13,14,19,30,38,166000000
24/01/2018,3145,4,5,10,23,29,35,164500000
21/01/2018,3144,16,33,35,42,50,53,162500000
17/01/2018,3143,6,24,31,34,40,48,161000000
14/01/2018,3142,9,14,15,51,53,54,159500000
10/01/2018,3141,4,8,11,23,45,49,157700000
07/01/2018,3140,17,19,27,39,41,45,155500000
03/01/2018,3139,9,12,17,22,39,41,153700000
31/12/2017,3138,9,35,39,43,55,56,151700000
27/12/2017,3137,6,8,25,26,27,35,149900000
24/12/2017,3136,20,30,38,39,43,53,148600000
20/12/2017,3135,3,19,20,43,46,49,146600000
17/12/2017,3134,8,11,30,32,42,52,145000000
13/12/2017,3133,21,23,29,31,32,47,143800000
10/12/2017,3132,9,18,24,29,30,52,142000000
06/12/2017,3131,33,34,35,40,44,52,140000000
03/12/2017,3130,2,3,11,20,23,34,138500000
29/11/2017,3129,2,15,32,35,45,54,136600000
26/11/2017,3128,1,2,17,49,51,56,134700000
22/11/2017,3127,37,40,42,44,48,50,133400000
19/11/2017,3126,4,8,31,41,47,50,132300000
15/11/2017,3125,7,10,20,38,48,50,130000000
12/11/2017,3124,12,16,28,46,51,55,128400000
08/11/2017,3123,24,38,43,46,50,52,126900000
05/11/2017,3122,9,23,25,32,40,54,125000000
01/11/2017,3121,2,13,15,20,32,35,123700000
29/10/2017,3120,1,3,11,12,21,31,122000000
25/10/2017,3119,1,7,11,17,41,45,120300000
22/10/2017,3118,7,12,17,20,21,22,118900000
18/10/2017,3117,3,6,12,41,46,47,117000000
15/10/2017,3116,2,28,30,39,43,54,115500000
11/10/2017,3115,9,17,41,42,45,49,114500000
08/10/2017,3114,10,14,21,35,40,44,112000000
04/10/2017,3113,10,18,20,22,26,40,110000000
01/10/2017,3112,19,22,25,42,50,55,108500000
27/09/2017,3111,3,8,26,35,50,53,107000000
24/09/2017,3110,9,13,20,49,52,53,106000000
20/09/2017,3109,10,27,31,37,41,48,105000000
17/09/2017,3108,19,22,26,30,42,49,103000000
13/09/2017,3107,9,12,20,46,50,55,101500000
10/09/2017,3106,1,9,16,28,29,47,100000000
06/09/2017,3105,7,10,18,30,33,47,98000000
03/09/2017,3104,12,13,36,38,39,45,96000000
30/08/2017,3103,4,6,8,11,12,34,95000000
27/08/2017,3102,1,9,24,34,46,50,93000000
23/08/2017,3101,1,2,5,14,15,24,91500000
20/08/2017,3100,2,19,29,42,50,53,90000000
16/08/2017,3099,7,10,17,18,32,48,88500000
13/08/2017,3098,16,24,25,28,37,44,86500000
09/08/2017,3097,14,25,30,38,40,43,85500000
06/08/2017,3096,8,10,23,25,30,47,83500000
02/08/2017,3095,5,24,26,29,45,47,82000000
30/07/2017,3094,20,25,36,45,46,52,80500000
26/07/2017,3093,3,4,10,25,26,52,79000000
23/07/2017,3092,18,32,36,42,47,48,77000000
19/07/2017,3091,7,14,16,34,38,53,76000000
16/07/2017,3090,3,4,23,30,38,55,74200000
12/07/2017,3089,1,9,25,33,42,43,73300000
09/07/2017,3088,7,19,21,28,50,53,71400000
05/07/2017,3087,18,25,29,32,37,48,69700000
02/07/2017,3086,19,22,29,30,53,55,68100000
28/06/2017,3085,2,7,16,19,26,35,66800000
25/06/2017,3084,14,24,30,41,51,56,65300000
21/06/2017,3083,17,18,27,32,52,53,63500000
18/06/2017,3082,1,3,5,14,22,31,62000000
14/06/2017,3081,8,9,13,34,36,39,60500000
11/06/2017,3080,10,35,41,46,53,56,59000000
07/06/2017,3079,2,7,26,37,47,50,58000000
04/06/2017,3078,6,7,14,20,36,40,56100000
31/05/2017,3077,25,28,30,43,47,53,54400000
28/05/2017,3076,13,15,17,27,52,54,53000000
24/05/2017,3075,2,21,25,32,48,52,52000000
21/05/2017,3074,19,29,34,36,41,51,50000000
17/05/2017,3073,10,12,21,48,51,56,48800000
14/05/2017,3072,10,20,30,35,39,49,47000000
10/05/2017,3071,17,21,26,40,43,52,45500000
07/05/2017,3070,1,4,10,32,45,47,44000000
03/05/2017,3069,19,20,27,30,46,56,43000000
30/04/2017,3068,11,27,30,32,45,55,41300000
26/04/2017,3067,7,8,21,24,29,42,40100000
23/04/2017,3066,2,3,4,7,40,56,38400000
19/04/2017,3065,6,14,21,24,38,41,37100000
16/04/2017,3064,4,5,7,15,21,55,35800000
12/04/2017,3063,6,9,16,27,43,53,34000000
09/04/2017,3062,4,13,17,23,39,45,33200000
05/04/2017,3061,8,16,33,39,43,44,31400000
02/04/2017,3060,4,16,22,34,40,48,30100000
29/03/2017,3059,4,7,10,24,28,33,28800000
26/03/2017,3058,1,6,11,15,33,49,27400000
22/03/2017,3057,3,5,14,16,30,53,26000000
19/03/2017,3056,24,26,28,31,52,56,24600000
15/03/2017,3055,3,14,19,20,31,34,23400000
12/03/2017,3054,2,17,30,45,54,56,21500000
08/03/2017,3053,11,12,22,34,43,49,20400000
05/03/2017,3052,5,8,27,28,31,40,18500000
01/03/2017,3051,6,8,21,32,41,45,17000000
26/02/2017,3050,2,10,17,22,23,29,15400000
22/02/2017,3049,19,20,33,40,49,50,14000000
19/02/2017,3048,9,16,19,37,46,49,12000000
15/02/2017,3047,7,9,10,23,32,54,11000000
12/02/2017,3046,12,13,14,17,24,53,10500000
08/02/2017,3045,1,6,17,50,54,56,10400000
05/02/2017,3044,22,23,30,44,48,50,10300000
01/02/2017,3043,1,21,22,34,37,46,10200000
29/01/2017,3042,2,11,14,25,41,46,10100000
25/01/2017,3041,5,10,29,35,38,46,10000000
22/01/2017,3040,7,19,21,28,35,46,17000000
18/01/2017,3039,1,32,33,37,42,45,15500000
15/01/2017,3038,2,3,32,52,53,54,14500000
11/01/2017,3037,12,22,25,28,40,53,12500000
08/01/2017,3036,1,22,23,35,39,44,10600000
04/01/2017,3035,3,12,16,26,29,46,10500000
01/01/2017,3034,16,32,35,36,44,50,10400000
28/12/2016,3033,9,22,27,39,46,48,10300000
25/12/2016,3032,26,29,30,35,52,54,10200000
21/12/2016,3031,2,4,7,26,38,47,10100000
18/12/2016,3030,16,23,35,37,53,55,10000000
14/12/2016,3029,3,20,29,40,49,50,136000000
11/12/2016,3028,24,26,30,48,53,56,134700000
07/12/2016,3027,1,4,18,36,37,55,133000000
04/12/2016,3026,17,18,19,27,29,49,131000000
30/11/2016,3025,7,15,22,28,40,49,129500000
27/11/2016,3024,14,26,28,44,50,51,127500000
23/11/2016,3023,2,13,44,51,53,55,126000000
20/11/2016,3022,14,16,17,21,30,44,124000000
16/11/2016,3021,17,20,21,30,43,46,122000000
13/11/2016,3020,25,39,41,43,48,55,120500000
09/11/2016,3019,6,21,25,32,40,42,118500000
06/11/2016,3018,29,30,43,44,52,55,117000000
02/11/2016,3017,16,20,21,23,24,56,115000000
30/10/2016,3016,6,9,34,40,46,56,113000000
26/10/2016,3015,3,5,14,29,30,56,111500000
23/10/2016,3014,4,12,18,25,41,48,109500000
19/10/2016,3013,15,16,20,26,28,39,108000000
16/10/2016,3012,6,23,28,32,52,53,106000000
12/10/2016,3011,9,22,31,35,37,52,104500000
09/10/2016,3010,22,25,33,42,54,56,102500000
05/10/2016,3009,11,13,14,18,22,53,101000000
02/10/2016,3008,6,8,9,19,32,34,99000000
28/09/2016,3007,24,32,43,48,50,54,97000000
25/09/2016,3006,4,39,44,49,51,56,96000000
21/09/2016,3005,16,25,32,40,43,54,94000000
18/09/2016,3004,6,26,30,40,47,49,92500000
14/09/2016,3003,4,9,15,22,33,35,91000000
11/09/2016,3002,16,23,33,35,46,55,89300000
07/09/2016,3001,4,7,20,26,45,51,87400000
04/09/2016,3000,24,28,33,46,50,51,85500000
31/08/2016,2999,1,4,5,28,30,53,84200000
28/08/2016,2998,5,25,28,36,40,48,82700000
24/08/2016,2997,1,11,18,42,51,55,80800000
21/08/2016,2996,19,22,25,31,43,44,79000000
17/08/2016,2995,2,14,18,21,46,49,77000000
14/08/2016,2994,6,9,19,20,32,49,75500000
10/08/2016,2993,12,23,30,36,46,53,74500000
07/08/2016,2992,2,9,36,45,50,54,72500000
03/08/2016,2991,10,19,21,32,44,52,71000000
31/07/2016,2990,16,21,37,41,45,46,69000000
27/07/2016,2989,9,24,30,41,43,53,67000000
24/07/2016,2988,8,33,40,43,44,53,66000000
20/07/2016,2987,25,39,44,46,50,55,64000000
17/07/2016,2986,23,26,38,47,50,55,62500000
13/07/2016,2985,3,6,23,24,39,45,61000000
10/07/2016,2984,4,10,19,22,40,49,59000000
06/07/2016,2983,3,5,11,18,36,54,58000000
03/07/2016,2982,2,11,22,43,50,55,56000000
29/06/2016,2981,6,20,21,39,44,56,54500000
26/06/2016,2980,4,8,23,29,44,55,52000000
22/06/2016,2979,10,12,14,17,47,52,51000000
19/06/2016,2978,2,18,42,45,48,54,49500000
15/06/2016,2977,1,10,12,19,31,56,48000000
12/06/2016,2976,7,16,17,25,37,54,46000000
08/06/2016,2975,14,23,25,29,41,43,44300000
05/06/2016,2974,6,12,29,30,39,55,43000000
01/06/2016,2973,5,11,15,17,47,48,41500000
29/05/2016,2972,27,31,35,40,44,54,39900000
25/05/2016,2971,7,9,23,40,49,52,38200000
22/05/2016,2970,5,12,38,40,47,56,36800000
18/05/2016,2969,2,10,13,22,35,44,35500000
15/05/2016,2968,13,14,27,30,41,44,34000000
11/05/2016,2967,6,7,28,29,36,48,32500000
08/05/2016,2966,1,3,16,22,31,46,30600000
04/05/2016,2965,2,6,26,31,35,52,29000000
01/05/2016,2964,2,5,30,36,42,55,27000000
27/04/2016,2963,11,16,19,35,42,46,26000000
24/04/2016,2962,1,10,14,16,34,48,24500000
20/04/2016,2961,9,16,25,38,46,56,23000000
17/04/2016,2960,16,20,24,26,40,44,21300000
13/04/2016,2959,10,18,27,36,42,49,20000000
10/04/2016,2958,1,21,24,39,40,51,18500000
06/04/2016,2957,3,7,14,23,33,46,16600000
03/04/2016,2956,6,15,17,23,35,54,15700000
30/03/2016,2955,4,8,34,40,50,56,13800000
27/03/2016,2954,17,23,24,26,36,51,11900000
23/03/2016,2953,8,12,25,30,34,42,10700000
20/03/2016,2952,1,10,13,28,29,40,10500000
16/03/2016,2951,16,21,25,27,47,54,10400000
13/03/2016,2950,4,5,20,24,32,42,10300000
09/03/2016,2949,17,19,38,43,51,55,10200000
06/03/2016,2948,5,18,29,41,48,49,10100000
02/03/2016,2947,2,15,32,34,52,56,10000000
28/02/2016,2946,2,12,21,30,33,54,262500000
24/02/2016,2945,6,21,22,34,41,52,260000000
21/02/2016,2944,7,8,13,41,52,53,258000000
17/02/2016,2943,4,7,32,35,49,56,257000000
14/02/2016,2942,1,16,22,41,42,49,254500000
10/02/2016,2941,24,25,26,38,47,56,253000000
07/02/2016,2940,31,38,40,41,46,53,251000000
03/02/2016,2939,9,30,39,40,48,54,249000000
31/01/2016,2938,12,21,26,30,38,43,248000000
27/01/2016,2937,1,14,29,30,31,56,246000000
24/01/2016,2936,16,18,24,25,30,49,244000000
20/01/2016,2935,13,20,23,38,44,51,242000000
17/01/2016,2934,6,11,12,19,32,38,240000000
13/01/2016,2933,5,31,35,43,46,55,238500000
10/01/2016,2932,20,26,28,39,49,51,236000000
06/01/2016,2931,2,20,29,35,37,47,234000000
03/01/2016,2930,5,13,30,32,44,54,232500000
30/12/2015,2929,5,7,11,36,47,55,231000000
27/12/2015,2928,2,19,29,37,50,54,229000000
23/12/2015,2927,2,7,30,40,43,53,227000000
20/12/2015,2926,6,23,31,38,45,51,225000000
16/12/2015,2925,5,14,21,31,41,48,223000000
13/12/2015,2924,14,15,29,35,42,56,221500000
09/12/2015,2923,15,16,20,36,43,54,219000000
06/12/2015,2922,4,10,21,29,51,56,217500000
02/12/2015,2921,1,6,10,24,30,53,216000000
29/11/2015,2920,16,18,22,41,44,49,214000000
25/11/2015,2919,11,15,26,32,35,47,212000000
22/11/2015,2918,8,19,31,38,46,48,210500000
18/11/2015,2917,11,14,16,46,50,51,209000000
15/11/2015,2916,4,8,13,15,19,24,207000000
11/11/2015,2915,5,28,29,30,40,52,205000000
08/11/2015,2914,3,8,9,27,37,44,203000000
04/11/2015,2913,8,11,24,25,33,56,202000000
01/11/2015,2912,4,12,25,34,43,47,200000000
28/10/2015,2911,3,30,31,45,53,54,198500000
25/10/2015,2910,14,15,21,28,35,39,197000000
21/10/2015,2909,2,13,19,27,28,46,195000000
18/10/2015,2908,17,18,33,41,44,54,193000000
14/10/2015,2907,3,18,29,32,34,38,191500000
11/10/2015,2906,8,15,23,38,45,56,190000000
07/10/2015,2905,14,16,19,34,40,50,188500000
04/10/2015,2904,2,7,10,21,51,53,187000000
30/09/2015,2903,9,20,25,27,45,51,185000000
27/09/2015,2902,3,27,35,40,47,49,183000000
23/09/2015,2901,1,16,18,50,54,56,181500000
20/09/2015,2900,20,29,32,36,46,47,179000000
16/09/2015,2899,7,8,13,28,37,38,176500000
13/09/2015,2898,18,22,28,37,45,56,174500000
09/09/2015,2897,14,18,26,29,47,48,173000000
06/09/2015,2896,1,18,22,31,33,44,171000000
02/09/2015,2895,6,9,10,15,21,37,169000000
30/08/2015,2894,6,8,11,21,37,54,166500000
26/08/2015,2893,10,14,22,45,50,56,164500000
23/08/2015,2892,3,15,33,35,36,46,162500000
19/08/2015,2891,5,6,14,27,36,55,161000000
16/08/2015,2890,9,10,24,35,38,47,158500000
12/08/2015,2889,2,31,37,40,47,48,156500000
09/08/2015,2888,4,8,11,39,43,53,154500000
05/08/2015,2887,4,9,13,14,38,40,153000000
02/08/2015,2886,5,13,20,22,48,56,151000000
29/07/2015,2885,4,6,7,16,31,46,149000000
26/07/2015,2884,6,8,36,42,52,53,147000000
22/07/2015,2883,4,6,22,33,39,55,145500000
19/07/2015,2882,3,9,16,20,40,55,143500000
15/07/2015,2881,14,20,44,48,49,51,141500000
12/07/2015,2880,1,8,27,35,38,45,140000000
08/07/2015,2879,20,36,43,47,49,52,138500000
05/07/2015,2878,10,18,25,29,38,51,136000000
01/07/2015,2877,28,32,34,36,43,49,134500000
28/06/2015,2876,14,28,29,36,45,50,132500000
24/06/2015,2875,25,32,35,39,41,53,131000000
21/06/2015,2874,1,2,18,21,26,46,129000000
17/06/2015,2873,6,12,35,43,50,55,127500000
14/06/2015,2872,3,8,26,31,40,49,125500000
10/06/2015,2871,9,10,14,15,26,52,124000000
07/06/2015,2870,3,21,27,28,35,55,122000000
03/06/2015,2869,10,22,28,30,43,56,120000000
31/05/2015,2868,7,14,18,28,29,33,118500000
27/05/2015,2867,14,18,24,27,32,56,117000000
24/05/2015,2866,1,3,8,28,29,45,114000000
20/05/2015,2865,1,2,14,22,31,45,113000000
17/05/2015,2864,1,8,15,39,42,50,111500000
13/05/2015,2863,14,30,33,41,44,49,110000000
10/05/2015,2862,5,13,42,44,46,48,108000000
06/05/2015,2861,9,10,13,21,38,43,106500000
03/05/2015,2860,4,25,26,34,39,51,105000000
29/04/2015,2859,4,5,23,24,26,38,103000000
26/04/2015,2858,3,25,36,50,53,55,101500000
22/04/2015,2857,2,3,8,20,51,55,100000000
19/04/2015,2856,5,14,18,33,38,54,98500000
15/04/2015,2855,12,19,28,34,42,53,96500000
12/04/2015,2854,7,9,15,23,42,44,94000000
08/04/2015,2853,35,41,43,48,49,52,92500000
05/04/2015,2852,5,14,29,30,46,55,91000000
01/04/2015,2851,7,8,10,17,26,48,89500000
29/03/2015,2850,11,16,41,43,53,56,88000000
25/03/2015,2849,13,16,24,41,44,54,86500000
22/03/2015,2848,7,12,14,18,34,41,85000000
18/03/2015,2847,5,26,39,46,52,53,83000000
15/03/2015,2846,10,11,12,39,48,51,81000000
11/03/2015,2845,6,12,25,46,47,49,79500000
08/03/2015,2844,10,26,28,34,46,55,78000000
04/03/2015,2843,11,15,29,31,36,42,76500000
01/03/2015,2842,17,18,29,31,32,39,74500000
25/02/2015,2841,5,30,33,45,47,48,73000000
22/02/2015,2840,14,29,31,45,51,55,71000000
18/02/2015,2839,1,6,9,22,29,50,69500000
15/02/2015,2838,4,5,7,26,32,53,68000000
11/02/2015,2837,22,28,29,41,43,49,66000000
08/02/2015,2836,13,15,17,28,35,43,64500000
04/02/2015,2835,6,24,40,47,48,51,63000000
01/02/2015,2834,23,25,34,37,39,51,61000000
28/01/2015,2833,1,17,27,34,42,52,60000000
25/01/2015,2832,3,19,29,31,34,37,58000000
21/01/2015,2831,7,8,15,36,46,54,56000000
18/01/2015,2830,1,2,9,12,37,47,54000000
14/01/2015,2829,10,12,19,21,32,43,53000000
11/01/2015,2828,23,25,26,32,41,48,52000000
07/01/2015,2827,3,5,37,43,44,52,50000000
04/01/2015,2826,2,7,12,18,41,54,48000000
31/12/2014,2825,17,23,51,53,54,56,46000000
28/12/2014,2824,13,19,33,37,53,56,44000000
24/12/2014,2823,1,29,32,33,42,44,42500000
21/12/2014,2822,4,7,35,42,48,49,41000000
17/12/2014,2821,7,9,12,42,44,51,40000000
14/12/2014,2820,10,28,34,35,39,55,38500000
10/12/2014,2819,2,10,25,33,39,52,37000000
07/12/2014,2818,6,10,11,15,40,49,35000000
03/12/2014,2817,5,15,22,28,41,51,33500000
30/11/2014,2816,10,16,17,24,28,55,31000000
26/11/2014,2815,2,26,27,33,39,41,30000000
23/11/2014,2814,2,22,26,32,49,51,29000000
19/11/2014,2813,3,7,18,29,54,56,27500000
16/11/2014,2812,5,14,19,23,37,54,25500000
12/11/2014,2811,4,6,19,26,29,36,24000000
09/11/2014,2810,14,24,31,49,54,56,22000000
05/11/2014,2809,35,38,39,42,46,50,20000000
02/11/2014,2808,3,6,13,20,21,44,18500000
29/10/2014,2807,3,13,20,33,49,54,17000000
26/10/2014,2806,6,12,18,19,29,36,15000000
22/10/2014,2805,1,16,27,30,37,44,14000000
19/10/2014,2804,6,17,27,38,46,52,13000000
15/10/2014,2803,4,10,11,48,49,51,12500000
12/10/2014,2802,1,7,31,36,47,54,12000000
08/10/2014,2801,4,7,10,12,31,35,11500000
05/10/2014,2800,10,22,33,45,54,56,11000000
01/10/2014,2799,7,20,31,37,50,56,10500000
28/09/2014,2798,2,9,11,20,44,56,10000000
24/09/2014,2797,1,6,15,21,25,38,110000000
21/09/2014,2796,4,6,10,38,52,53,108500000
17/09/2014,2795,8,13,18,21,30,38,107000000
14/09/2014,2794,4,24,38,40,53,56,105000000
10/09/2014,2793,15,30,37,40,51,56,103500000
07/09/2014,2792,2,3,5,23,28,51,102000000
03/09/2014,2791,14,21,28,30,34,45,100000000
31/08/2014,2790,3,6,10,22,25,27,98000000
27/08/2014,2789,12,14,19,27,40,42,97000000
24/08/2014,2788,6,13,14,29,36,54,95000000
20/08/2014,2787,13,21,35,36,37,53,93000000
17/08/2014,2786,10,11,17,29,42,46,91000000
13/08/2014,2785,3,6,9,18,19,52,89000000
10/08/2014,2784,3,6,7,11,18,36,87000000
06/08/2014,2783,5,12,14,39,50,56,85500000
03/08/2014,2782,7,19,22,32,48,49,83000000
30/07/2014,2781,12,15,24,38,45,49,81500000
27/07/2014,2780,4,18,23,45,47,53,79500000
23/07/2014,2779,1,22,24,25,26,29,78000000
20/07/2014,2778,8,23,28,41,49,53,76000000
16/07/2014,2777,7,14,19,31,35,50,74500000
13/07/2014,2776,2,4,6,15,35,37,72500000
09/07/2014,2775,3,6,38,49,53,54,71000000
06/07/2014,2774,1,4,14,33,36,45,69000000
02/07/2014,2773,6,16,43,45,47,54,67000000
29/06/2014,2772,2,5,10,29,40,48,65000000
25/06/2014,2771,6,17,32,49,54,55,64000000
22/06/2014,2770,2,4,7,16,52,54,63000000
18/06/2014,2769,12,13,31,35,37,49,62000000
15/06/2014,2768,20,24,28,30,54,55,59000000
11/06/2014,2767,2,25,26,36,37,38,57000000
08/06/2014,2766,13,14,22,24,45,51,55500000
04/06/2014,2765,9,14,20,21,32,50,53500000
01/06/2014,2764,4,11,20,25,27,40,51500000
28/05/2014,2763,6,18,24,32,33,38,50000000
25/05/2014,2762,4,25,51,53,54,55,48000000
21/05/2014,2761,2,29,30,34,48,54,47000000
18/05/2014,2760,8,19,28,33,38,45,44500000
14/05/2014,2759,4,7,19,20,34,38,43000000
11/05/2014,2758,8,10,34,45,49,56,41500000
07/05/2014,2757,9,10,17,38,50,55,40000000
04/05/2014,2756,6,13,18,35,42,53,38000000
30/04/2014,2755,4,24,26,32,38,48,37000000
27/04/2014,2754,5,8,16,32,36,39,34500000
23/04/2014,2753,3,6,8,10,34,53,33000000
20/04/2014,2752,21,37,38,40,41,56,31500000
16/04/2014,2751,9,14,22,39,42,52,30000000
13/04/2014,2750,4,8,21,31,37,41,28500000
09/04/2014,2749,1,26,32,33,47,55,27000000
06/04/2014,2748,1,15,20,21,33,48,25500000
02/04/2014,2747,4,9,11,24,33,56,24000000
30/03/2014,2746,4,29,36,38,49,56,22000000
26/03/2014,2745,5,18,20,26,27,43,21000000
23/03/2014,2744,7,24,32,34,35,51,19000000
19/03/2014,2743,17,24,27,29,32,51,18000000
16/03/2014,2742,10,13,16,23,39,42,16000000
12/03/2014,2741,9,27,31,33,42,45,14500000
09/03/2014,2740,1,17,19,25,36,53,13500000
05/03/2014,2739,10,16,28,29,37,48,13000000
02/03/2014,2738,4,13,22,29,32,40,12500000
26/02/2014,2737,11,34,43,52,54,55,12000000
23/02/2014,2736,11,29,32,43,51,52,11500000
19/02/2014,2735,6,12,41,46,52,56,11000000
16/02/2014,2734,6,8,9,13,29,48,10500000
12/02/2014,2733,3,15,16,22,30,34,10000000
09/02/2014,2732,11,13,31,39,45,53,96000000
05/02/2014,2731,10,34,39,42,44,54,94000000
02/02/2014,2730,12,13,31,34,47,50,92000000
29/01/2014,2729,8,19,34,39,41,54,90500000
26/01/2014,2728,11,15,20,24,47,48,89000000
22/01/2014,2727,16,29,38,40,48,49,87000000
19/01/2014,2726,3,5,19,28,33,56,85000000
15/01/2014,2725,12,19,22,30,39,56,83500000
12/01/2014,2724,6,7,12,22,31,45,81500000
08/01/2014,2723,11,14,21,27,47,54,79500000
05/01/2014,2722,5,14,19,46,54,55,78000000
01/01/2014,2721,2,10,24,31,35,49,76000000
29/12/2013,2720,3,7,8,17,21,48,74000000
25/12/2013,2719,2,7,31,40,53,56,72500000
22/12/2013,2718,24,25,30,35,55,56,71000000
18/12/2013,2717,7,19,29,34,41,47,69000000
15/12/2013,2716,2,18,25,41,42,51,67500000
11/12/2013,2715,3,7,30,40,48,54,66000000
08/12/2013,2714,28,31,40,49,53,54,64000000
04/12/2013,2713,11,14,39,41,47,52,62000000
01/12/2013,2712,8,17,34,37,42,43,60500000
27/11/2013,2711,15,30,34,35,38,51,59000000
24/11/2013,2710,10,13,18,26,28,37,57000000
20/11/2013,2709,5,7,20,40,42,48,56000000
17/11/2013,2708,7,22,38,42,44,54,54000000
13/11/2013,2707,3,7,19,21,25,47,53000000
10/11/2013,2706,1,8,26,33,54,55,51000000
06/11/2013,2705,5,6,18,41,54,56,49000000
03/11/2013,2704,20,27,31,42,53,54,47000000
30/10/2013,2703,11,15,17,20,22,54,46000000
27/10/2013,2702,18,22,23,26,42,49,44500000
23/10/2013,2701,11,15,19,27,36,38,43000000
20/10/2013,2700,12,15,27,44,46,48,41500000
16/10/2013,2699,23,25,32,43,49,55,40000000
13/10/2013,2698,14,21,26,30,35,39,38000000
09/10/2013,2697,6,9,23,36,45,49,37000000
06/10/2013,2696,12,18,20,23,25,44,35000000
02/10/2013,2695,21,26,35,42,44,51,34000000
29/09/2013,2694,6,17,26,31,44,48,32000000
25/09/2013,2693,8,13,21,32,35,50,30500000
22/09/2013,2692,3,7,12,26,32,46,28500000
18/09/2013,2691,8,33,42,43,44,56,27500000
15/09/2013,2690,11,15,24,36,41,53,26000000
11/09/2013,2689,4,6,13,22,26,49,24500000
08/09/2013,2688,3,6,12,24,27,44,22500000
04/09/2013,2687,7,9,20,24,31,40,21000000
01/09/2013,2686,8,18,22,36,39,56,19000000
28/08/2013,2685,2,12,24,34,41,47,18000000
25/08/2013,2684,16,24,25,39,48,52,16000000
21/08/2013,2683,16,24,42,53,54,56,15000000
18/08/2013,2682,12,25,26,36,44,50,13000000
14/08/2013,2681,11,21,24,40,53,56,12500000
11/08/2013,2680,5,14,15,28,41,55,12000000
07/08/2013,2679,18,21,35,37,43,44,11500000
04/08/2013,2678,7,11,15,16,28,49,11000000
31/07/2013,2677,10,20,21,31,33,37,10500000
28/07/2013,2676,2,4,17,18,20,40,10000000
24/07/2013,2675,7,19,25,38,40,47,10000000
21/07/2013,2674,19,34,40,46,48,52,19000000
17/07/2013,2673,27,28,33,37,44,47,17000000
14/07/2013,2672,30,31,41,43,46,49,14500000
10/07/2013,2671,3,4,11,19,45,55,12500000
07/07/2013,2670,4,28,30,33,40,56,11500000
03/07/2013,2669,29,34,36,50,51,54,11000000
30/06/2013,2668,2,7,16,18,28,33,10500000
26/06/2013,2667,1,7,9,20,37,41,10000000
23/06/2013,2666,2,3,25,28,32,42,210000000
19/06/2013,2665,2,5,24,27,35,44,207000000
16/06/2013,2664,16,22,27,33,47,55,203500000
12/06/2013,2663,3,28,32,34,50,54,201500000
09/06/2013,2662,20,27,31,33,35,45,198500000
05/06/2013,2661,7,9,25,30,46,47,195000000
02/06/2013,2660,7,14,18,27,39,46,192000000
29/05/2013,2659,15,16,21,24,33,50,189000000
26/05/2013,2658,28,34,45,46,48,55,186500000
22/05/2013,2657,12,28,31,33,52,53,184000000
19/05/2013,2656,4,8,15,19,27,43,181000000
15/05/2013,2655,16,27,35,42,51,54,178000000
12/05/2013,2654,1,6,7,9,20,30,176000000
08/05/2013,2653,17,23,30,35,48,53,173000000
05/05/2013,2652,12,17,20,21,27,41,170000000
01/05/2013,2651,2,14,18,25,36,55,168000000
28/04/2013,2650,11,12,25,29,38,50,164500000
24/04/2013,2649,10,11,18,26,31,45,162500000
21/04/2013,2648,5,14,40,44,50,54,160000000
17/04/2013,2647,16,23,31,33,36,49,157500000
14/04/2013,2646,8,11,17,23,29,40,155000000
10/04/2013,2645,6,28,33,37,49,54,152500000
07/04/2013,2644,5,11,25,29,45,54,149500000
03/04/2013,2643,13,17,18,21,37,45,147000000
31/03/2013,2642,4,30,39,47,50,53,144500000
27/03/2013,2641,6,12,18,24,32,42,142500000
24/03/2013,2640,17,18,24,32,38,42,140500000
20/03/2013,2639,27,30,39,42,44,52,138500000
17/03/2013,2638,11,15,23,24,35,40,136000000
13/03/2013,2637,10,17,33,35,36,38,133500000
10/03/2013,2636,4,14,28,30,32,36,131000000
06/03/2013,2635,2,6,13,45,46,52,129000000
03/03/2013,2634,5,11,19,40,52,55,126500000
27/02/2013,2633,2,5,18,19,33,35,124000000
24/02/2013,2632,2,27,37,41,48,54,122000000
20/02/2013,2631,3,4,17,39,48,53,120500000
17/02/2013,2630,1,17,46,48,50,52,118000000
13/02/2013,2629,6,20,22,24,44,55,116000000
10/02/2013,2628,6,14,32,33,41,50,114000000
06/02/2013,2627,15,30,33,37,52,53,111500000
03/02/2013,2626,13,22,32,33,44,53,110000000
30/01/2013,2625,10,24,26,30,43,54,107500000
27/01/2013,2624,4,8,21,35,41,56,105500000
23/01/2013,2623,2,8,13,49,50,54,103500000
20/01/2013,2622,2,21,37,41,54,56,101500000
16/01/2013,2621,1,5,12,13,30,45,100000000
