FECHA,CONCURSO,N1,N2,N3,N4,N5,N6,BOLSA
20/01/2023,3694,1,12,16,20,49,54,12200000
18/01/2023,3693,18,19,32,33,37,49,10500000
15/01/2023,3692,15,37,42,43,49,51,10400000
13/01/2023,3691,5,10,14,15,22,40,10300000
11/01/2023,3690,12,13,17,28,29,53,10200000
08/01/2023,3689,30,31,33,35,37,46,10100000
06/01/2023,3688,1,10,16,26,49,50,10000000
04/01/2023,3687,1,8,16,27,37,49,29000000
01/01/2023,3686,13,22,25,43,51,54,27200000
30/12/2022,3685,3,7,8,26,31,48,25000000
28/12/2022,3684,19,21,22,27,45,54,23400000
25/12/2022,3683,11,16,19,22,25,47,22400000
23/12/2022,3682,6,11,16,25,27,45,20500000
21/12/2022,3681,3,8,34,40,48,52,18800000
18/12/2022,3680,3,16,20,24,49,51,17400000
16/12/2022,3679,9,16,17,33,46,49,15000000
14/12/2022,3678,1,9,12,24,26,28,13000000
11/12/2022,3677,10,15,21,25,26,28,11600000
09/12/2022,3676,4,31,36,38,42,55,10400000
07/12/2022,3675,1,18,35,53,55,56,10300000
04/12/2022,3674,3,15,17,24,49,53,10200000
02/12/2022,3673,11,14,15,21,24,51,10100000
30/11/2022,3672,6,14,27,37,42,54,10000000
27/11/2022,3671,5,25,28,34,36,38,62200000
25/11/2022,3670,3,20,22,26,45,50,60200000
23/11/2022,3669,3,11,29,33,44,45,58200000
20/11/2022,3668,9,19,33,38,40,50,56800000
18/11/2022,3667,5,16,18,22,31,32,54600000
16/11/2022,3666,8,12,34,37,45,54,52400000
13/11/2022,3665,4,11,12,23,48,52,50900000
11/11/2022,3664,4,6,15,33,34,56,48800000
09/11/2022,3663,11,21,32,39,43,49,46600000
06/11/2022,3662,2,18,28,30,50,53,45200000
04/11/2022,3661,21,28,37,39,43,54,42900000
02/11/2022,3660,4,10,18,32,48,50,40800000
30/10/2022,3659,4,9,43,44,45,46,39500000
28/10/2022,3658,1,28,30,31,48,49,37800000
26/10/2022,3657,9,10,15,24,53,56,35600000
23/10/2022,3656,10,19,22,28,48,56,34300000
21/10/2022,3655,7,10,34,37,50,52,32300000
19/10/2022,3654,26,31,36,38,39,40,30500000
16/10/2022,3653,5,15,16,41,44,45,29100000
14/10/2022,3652,4,30,39,41,43,49,27100000
12/10/2022,3651,3,23,44,46,50,54,25300000
09/10/2022,3650,24,30,33,38,39,46,24000000
07/10/2022,3649,6,17,20,21,31,55,22000000
05/10/2022,3648,1,31,34,38,44,50,20300000
02/10/2022,3647,8,12,17,27,32,47,19000000
30/09/2022,3646,11,25,33,36,38,49,17100000
28/09/2022,3645,5,13,17,21,28,45,15300000
25/09/2022,3644,1,30,32,33,34,48,14200000
23/09/2022,3643,1,8,11,25,40,56,12200000
21/09/2022,3642,4,14,19,20,31,42,10600000
18/09/2022,3641,1,28,30,35,38,56,10500000
16/09/2022,3640,16,24,37,38,40,47,10400000
14/09/2022,3639,10,15,27,32,50,54,10300000
11/09/2022,3638,2,9,11,22,31,32,10200000
09/09/2022,3637,13,19,20,27,32,40,10100000
07/09/2022,3636,4,7,8,22,24,31,10000000
04/09/2022,3635,5,6,20,24,40,52,20200000
02/09/2022,3634,14,34,40,42,46,56,18400000
31/08/2022,3633,22,38,40,41,42,53,16700000
28/08/2022,3632,10,12,16,39,42,52,15400000
26/08/2022,3631,3,4,16,28,34,38,13800000
24/08/2022,3630,7,9,11,12,38,40,12200000
21/08/2022,3629,9,26,29,31,34,45,10900000
19/08/2022,3628,10,13,18,22,35,55,10500000
17/08/2022,3627,2,3,29,34,54,56,10400000
14/08/2022,3626,1,2,17,20,25,37,10300000
12/08/2022,3625,1,19,25,28,33,35,10200000
10/08/2022,3624,1,21,25,37,39,53,10100000
07/08/2022,3623,10,17,25,28,34,41,10000000
05/08/2022,3622,1,2,16,22,43,48,58600000
03/08/2022,3621,1,11,22,43,44,45,57000000
31/07/2022,3620,6,15,16,28,43,56,55700000
29/07/2022,3619,2,6,30,32,38,49,53900000
27/07/2022,3618,6,11,18,27,41,47,52300000
24/07/2022,3617,5,7,10,36,48,52,51000000
22/07/2022,3616,1,11,32,33,48,50,49300000
20/07/2022,3615,13,15,30,36,42,47,47600000
17/07/2022,3614,2,16,21,29,36,45,46300000
15/07/2022,3613,17,19,33,41,52,54,44600000
13/07/2022,3612,2,14,18,34,37,40,42900000
10/07/2022,3611,16,24,26,32,41,53,41600000
08/07/2022,3610,4,17,35,43,46,48,40000000
06/07/2022,3609,5,8,12,14,25,33,38100000
03/07/2022,3608,1,11,33,39,45,48,36700000
01/07/2022,3607,1,5,38,42,45,51,35200000
29/06/2022,3606,9,13,18,19,23,38,33500000
26/06/2022,3605,2,3,5,19,27,32,32300000
24/06/2022,3604,2,3,25,42,50,55,30600000
22/06/2022,3603,12,21,30,35,44,48,29000000
19/06/2022,3602,4,22,37,45,48,52,27900000
17/06/2022,3601,21,36,42,45,49,56,26200000
15/06/2022,3600,7,16,30,34,43,51,24500000
12/06/2022,3599,1,5,24,49,50,54,23400000
10/06/2022,3598,17,20,26,28,54,55,21800000
08/06/2022,3597,2,14,20,21,28,47,20200000
05/06/2022,3596,6,17,29,38,41,53,18900000
03/06/2022,3595,4,5,9,38,42,54,17300000
01/06/2022,3594,17,33,38,40,50,55,15700000
29/05/2022,3593,8,22,29,30,34,55,14600000
27/05/2022,3592,4,10,25,33,40,50,11100000
25/05/2022,3591,27,31,34,43,50,54,11000000
22/05/2022,3590,6,7,24,43,44,46,10500000
20/05/2022,3589,27,31,33,39,49,54,10400000
18/05/2022,3588,3,5,17,44,45,55,10300000
15/05/2022,3587,12,21,24,26,45,48,10100000
13/05/2022,3586,6,8,10,14,30,32,10100000
11/05/2022,3585,6,14,23,35,46,56,10000000
08/05/2022,3584,7,14,19,38,40,43,37700000
06/05/2022,3583,14,18,25,37,51,55,35700000
04/05/2022,3582,4,25,35,40,42,56,33800000
01/05/2022,3581,10,28,34,36,42,54,32500000
29/04/2022,3580,2,12,20,22,40,55,30800000
27/04/2022,3579,11,13,23,34,44,53,29000000
24/04/2022,3578,18,22,39,40,44,46,27700000
22/04/2022,3577,1,18,19,27,44,46,25800000
20/04/2022,3576,8,14,28,30,35,44,24100000
17/04/2022,3575,28,29,32,37,38,46,23200000
15/04/2022,3574,13,15,27,34,42,44,21400000
13/04/2022,3573,20,21,40,48,53,54,19700000
10/04/2022,3572,9,10,21,25,28,46,18500000
08/04/2022,3571,4,11,14,22,29,47,16900000
06/04/2022,3570,2,5,32,35,49,51,15000000
03/04/2022,3569,1,2,22,33,45,46,13800000
01/04/2022,3568,17,24,25,36,37,38,12000000
30/03/2022,3567,35,41,42,46,47,51,10600000
27/03/2022,3566,4,6,22,40,54,56,10500000
25/03/2022,3565,2,8,11,16,27,48,10400000
23/03/2022,3564,1,2,17,33,52,56,10300000
20/03/2022,3563,8,16,42,43,46,48,10200000
18/03/2022,3562,9,33,37,38,48,56,10100000
16/03/2022,3561,10,21,22,38,41,55,10000000
13/03/2022,3560,8,25,37,38,39,43,116500000
11/03/2022,3559,11,17,18,33,36,47,114600000
09/03/2022,3558,16,23,25,27,34,38,112600000
06/03/2022,3557,1,7,15,21,55,56,111400000
04/03/2022,3556,4,7,13,26,27,39,109400000
02/03/2022,3555,2,12,24,35,38,55,107500000
27/02/2022,3554,7,12,19,31,40,47,106200000
25/02/2022,3553,21,23,45,51,53,56,104400000
23/02/2022,3552,2,8,11,35,52,54,102400000
20/02/2022,3551,26,37,42,44,54,55,101100000
18/02/2022,3550,3,6,7,20,46,56,99100000
16/02/2022,3549,4,21,32,40,53,54,97300000
13/02/2022,3548,2,14,17,29,47,50,96000000
11/02/2022,3547,6,23,31,35,43,55,94200000
09/02/2022,3546,10,29,41,51,54,56,92500000
06/02/2022,3545,18,25,37,48,52,55,91500000
04/02/2022,3544,11,14,20,44,48,53,89600000
02/02/2022,3543,1,14,24,43,52,53,87600000
30/01/2022,3542,5,31,35,47,48,50,86400000
28/01/2022,3541,19,33,34,38,46,49,84700000
26/01/2022,3540,3,6,19,25,41,52,82900000
23/01/2022,3539,11,19,20,22,32,56,81700000
21/01/2022,3538,1,4,7,21,23,29,80000000
19/01/2022,3537,6,12,15,32,46,55,78100000
16/01/2022,3536,2,11,21,22,30,35,77100000
14/01/2022,3535,1,3,24,29,34,50,75200000
12/01/2022,3534,6,16,23,34,47,52,73600000
09/01/2022,3533,3,10,15,16,38,40,72200000
07/01/2022,3532,5,7,17,20,34,41,70700000
05/01/2022,3531,1,8,28,31,45,49,69000000
02/01/2022,3530,17,21,34,39,41,43,67500000
31/12/2021,3529,4,9,17,19,53,56,65500000
29/12/2021,3528,1,15,26,38,47,52,63800000
26/12/2021,3527,10,20,24,35,55,56,62200000
24/12/2021,3526,3,7,36,48,54,55,60000000
22/12/2021,3525,10,17,21,31,33,55,58800000
19/12/2021,3524,17,33,40,42,46,52,58200000
17/12/2021,3523,9,12,25,28,35,53,57200000
15/12/2021,3522,6,11,31,40,44,47,54600000
12/12/2021,3521,16,32,40,43,50,51,52700000
10/12/2021,3520,27,32,40,43,47,55,51800000
08/12/2021,3519,3,14,27,29,30,51,50200000
05/12/2021,3518,2,6,9,10,20,29,49100000
03/12/2021,3517,2,3,16,26,34,56,47000000
01/12/2021,3516,15,16,35,42,49,55,45000000
28/11/2021,3515,2,22,23,26,46,52,44000000
26/11/2021,3514,5,13,16,22,25,41,42400000
24/11/2021,3513,19,34,38,44,47,49,41000000
21/11/2021,3512,23,25,27,30,35,50,40300000
17/11/2021,3511,1,2,6,14,25,52,38600000
14/11/2021,3510,8,11,39,43,44,47,36600000
10/11/2021,3509,2,3,11,26,37,38,34700000
07/11/2021,3508,1,23,24,37,38,41,32500000
03/11/2021,3507,17,24,33,36,37,45,30900000
31/10/2021,3506,2,10,13,14,18,53,29000000
27/10/2021,3505,5,7,30,38,53,56,27200000
24/10/2021,3504,1,6,26,35,42,56,25300000
20/10/2021,3503,21,24,31,33,39,41,23600000
17/10/2021,3502,4,11,34,37,39,56,21600000
13/10/2021,3501,5,23,37,45,49,53,19900000
10/10/2021,3500,13,22,24,27,38,46,18100000
06/10/2021,3499,10,24,27,28,51,55,16400000
03/10/2021,3498,24,28,36,50,52,56,14300000
29/09/2021,3497,2,18,23,37,43,44,12600000
26/09/2021,3496,10,13,14,20,24,33,10600000
22/09/2021,3495,2,12,26,41,42,45,10400000
19/09/2021,3494,4,15,22,24,32,48,10300000
15/09/2021,3493,19,20,22,29,51,52,10200000
12/09/2021,3492,24,25,40,45,46,56,10100000
08/09/2021,3491,8,9,16,18,36,49,10000000
05/09/2021,3490,2,11,25,37,49,50,108000000
01/09/2021,3489,10,13,18,24,30,52,105900000
29/08/2021,3488,2,25,36,44,46,50,104100000
25/08/2021,3487,2,4,7,24,40,50,102200000
22/08/2021,3486,3,4,14,19,45,56,100200000
18/08/2021,3485,4,14,18,32,50,55,98600000
15/08/2021,3484,1,3,23,24,42,46,96600000
11/08/2021,3483,1,4,9,14,24,27,94900000
08/08/2021,3482,6,16,18,19,26,52,93200000
04/08/2021,3481,1,7,16,33,47,56,91400000
01/08/2021,3480,3,20,28,37,39,48,89100000
28/07/2021,3479,2,5,14,38,39,47,87500000
25/07/2021,3478,19,21,33,42,50,55,85300000
21/07/2021,3477,18,20,23,26,34,38,83600000
18/07/2021,3476,19,27,34,36,43,46,81900000
14/07/2021,3475,11,12,27,39,48,55,80100000
11/07/2021,3474,7,13,16,23,37,48,78300000
07/07/2021,3473,7,10,11,15,41,53,76500000
04/07/2021,3472,4,20,26,36,49,51,74400000
30/06/2021,3471,5,8,15,23,29,49,72800000
27/06/2021,3470,11,19,20,42,47,53,70800000
23/06/2021,3469,3,10,15,20,47,53,69200000
20/06/2021,3468,9,20,22,31,41,55,67400000
16/06/2021,3467,4,12,15,29,30,42,65700000
13/06/2021,3466,14,15,32,45,47,56,64000000
09/06/2021,3465,4,12,36,40,48,53,62900000
06/06/2021,3464,7,16,40,44,45,48,61000000
02/06/2021,3463,21,24,28,34,45,48,59100000
30/05/2021,3462,7,10,21,25,38,47,56900000
26/05/2021,3461,6,7,16,21,32,50,55200000
23/05/2021,3460,1,4,34,36,51,54,53100000
19/05/2021,3459,17,20,40,42,43,55,51300000
16/05/2021,3458,15,32,36,50,51,55,49000000
12/05/2021,3457,15,27,28,32,44,51,47300000
09/05/2021,3456,17,25,43,44,50,55,45600000
05/05/2021,3455,3,21,25,39,43,48,44000000
02/05/2021,3454,10,25,26,30,40,46,41700000
28/04/2021,3453,3,18,21,27,49,56,40000000
25/04/2021,3452,6,13,43,45,49,50,38300000
21/04/2021,3451,35,40,43,44,46,47,36500000
18/04/2021,3450,14,15,19,40,43,56,34400000
14/04/2021,3449,5,11,14,15,41,48,32500000
11/04/2021,3448,10,15,18,25,44,54,30600000
07/04/2021,3447,2,22,26,28,44,47,28800000
04/04/2021,3446,8,9,17,27,45,51,26800000
31/03/2021,3445,11,19,21,36,47,53,25000000
28/03/2021,3444,8,13,16,17,48,54,23400000
24/03/2021,3443,2,18,30,31,45,47,21800000
21/03/2021,3442,17,20,32,35,39,54,19800000
17/03/2021,3441,2,10,13,14,51,55,17900000
14/03/2021,3440,6,7,28,43,44,52,16000000
10/03/2021,3439,20,22,25,50,52,55,14400000
07/03/2021,3438,2,10,14,15,24,48,12500000
03/03/2021,3437,4,10,13,14,22,37,10700000
28/02/2021,3436,1,12,22,25,35,51,10400000
24/02/2021,3435,18,20,26,32,42,55,10300000
21/02/2021,3434,1,10,28,51,54,56,10200000
17/02/2021,3433,2,19,38,40,44,54,10100000
14/02/2021,3432,4,7,12,25,26,35,10000000
10/02/2021,3431,6,14,16,24,27,45,46200000
07/02/2021,3430,16,35,37,42,46,48,44300000
03/02/2021,3429,6,9,26,51,52,54,42600000
31/01/2021,3428,7,18,19,29,40,56,40600000
27/01/2021,3427,6,15,17,25,32,41,38900000
24/01/2021,3426,10,14,23,29,48,49,36800000
20/01/2021,3425,10,12,21,31,34,43,35200000
17/01/2021,3424,4,22,29,41,48,51,33600000
13/01/2021,3423,8,22,29,34,42,50,31900000
10/01/2021,3422,14,24,28,38,44,48,30000000
06/01/2021,3421,2,5,6,23,28,50,28600000
03/01/2021,3420,3,6,19,46,47,54,26800000
30/12/2020,3419,13,24,26,40,43,55,24900000
27/12/2020,3418,6,16,32,36,54,55,22900000
23/12/2020,3417,10,15,31,33,42,46,20900000
20/12/2020,3416,3,5,8,28,52,56,18900000
16/12/2020,3415,2,10,16,23,27,30,16800000
13/12/2020,3414,12,14,24,32,53,54,14700000
09/12/2020,3413,1,5,8,15,25,28,12700000
06/12/2020,3412,8,10,16,27,30,56,10800000
02/12/2020,3411,4,5,22,28,41,42,10400000
29/11/2020,3410,20,31,35,40,42,53,10300000
25/11/2020,3409,15,19,20,29,32,41,10200000
22/11/2020,3408,2,12,22,25,30,46,10100000
18/11/2020,3407,7,25,48,51,54,56,10000000
15/11/2020,3406,6,12,44,47,48,56,31300000
11/11/2020,3405,1,8,15,40,52,54,29600000
08/11/2020,3404,1,16,19,23,24,33,27400000
04/11/2020,3403,12,22,23,38,47,54,25700000
01/11/2020,3402,7,12,14,39,48,55,24200000
28/10/2020,3401,2,3,23,26,29,46,22600000
25/10/2020,3400,1,15,33,34,46,47,20800000
21/10/2020,3399,13,27,32,43,53,54,19300000
18/10/2020,3398,5,14,25,30,40,49,17200000
14/10/2020,3397,3,5,8,10,27,42,15800000
11/10/2020,3396,9,20,25,40,48,52,14000000
07/10/2020,3395,9,27,33,42,49,54,12300000
04/10/2020,3394,11,13,20,44,45,49,10600000
30/09/2020,3393,14,20,25,29,34,56,10500000
27/09/2020,3392,3,4,7,8,25,34,10400000
23/09/2020,3391,3,30,32,42,45,55,10300000
20/09/2020,3390,16,21,27,29,49,50,10200000
16/09/2020,3389,4,16,17,18,36,53,10100000
13/09/2020,3388,2,9,20,31,40,54,10000000
09/09/2020,3387,3,6,10,26,40,51,68300000
06/09/2020,3386,15,20,27,32,35,53,66600000
02/09/2020,3385,17,25,35,36,38,49,65200000
30/08/2020,3384,7,24,34,40,53,55,63400000
26/08/2020,3383,7,18,19,22,27,43,62200000
23/08/2020,3382,16,20,23,31,41,42,60600000
19/08/2020,3381,18,25,27,31,49,52,59000000
16/08/2020,3380,11,19,20,27,44,47,57400000
12/08/2020,3379,3,19,32,36,44,47,56000000
09/08/2020,3378,2,3,23,44,50,51,54600000
05/08/2020,3377,6,7,11,26,35,51,53200000
02/08/2020,3376,1,4,5,10,11,43,51800000
29/07/2020,3375,13,14,28,36,39,52,50800000
26/07/2020,3374,17,20,31,49,50,51,50700000
01/04/2020,3373,8,14,30,35,47,52,50600000
29/03/2020,3372,6,7,30,35,43,54,49000000
25/03/2020,3371,4,8,10,30,55,56,47700000
22/03/2020,3370,3,28,34,44,45,52,46100000
18/03/2020,3369,2,7,11,14,38,39,44600000
15/03/2020,3368,2,10,19,31,35,47,42800000
11/03/2020,3367,7,8,12,14,18,41,41100000
08/03/2020,3366,10,21,30,41,51,56,39200000
04/03/2020,3365,3,16,26,36,42,46,37400000
01/03/2020,3364,9,11,43,48,53,56,35300000
26/02/2020,3363,20,23,25,50,52,55,33700000
23/02/2020,3362,2,8,24,29,31,48,31800000
19/02/2020,3361,2,9,22,36,43,46,30200000
16/02/2020,3360,10,23,24,38,53,54,28200000
12/02/2020,3359,1,5,12,26,30,40,26400000
09/02/2020,3358,1,5,13,30,53,56,24500000
05/02/2020,3357,4,10,14,25,32,38,22700000
02/02/2020,3356,4,22,26,27,38,46,20500000
29/01/2020,3355,5,11,28,43,44,55,18800000
26/01/2020,3354,15,18,21,24,32,54,16800000
22/01/2020,3353,5,10,13,15,23,54,15000000
19/01/2020,3352,11,12,43,47,48,49,13000000
15/01/2020,3351,1,5,12,21,35,44,11300000
12/01/2020,3350,16,31,33,36,49,52,10400000
08/01/2020,3349,7,10,13,26,46,53,10300000
05/01/2020,3348,1,2,12,22,35,36,10200000
01/01/2020,3347,5,17,18,35,40,49,10100000
29/12/2019,3346,13,27,32,35,39,47,10000000
25/12/2019,3345,13,16,22,32,48,50,38400000
22/12/2019,3344,4,12,22,38,39,51,36300000
18/12/2019,3343,5,11,20,28,44,56,34600000
15/12/2019,3342,2,3,22,47,49,50,32500000
11/12/2019,3341,15,20,22,44,48,56,30800000
08/12/2019,3340,24,34,41,43,45,50,28900000
04/12/2019,3339,2,26,28,44,47,56,27000000
01/12/2019,3338,17,29,32,38,43,56,25000000
27/11/2019,3337,24,33,38,40,47,48,23400000
24/11/2019,3336,7,9,22,27,44,51,21400000
20/11/2019,3335,13,15,21,37,46,52,19700000
17/11/2019,3334,5,10,14,38,39,40,17800000
13/11/2019,3333,16,17,35,42,44,48,16100000
10/11/2019,3332,19,22,26,29,41,44,14100000
06/11/2019,3331,3,9,15,36,44,52,12300000
03/11/2019,3330,9,31,32,34,52,54,10500000
30/10/2019,3329,2,11,18,23,34,48,10400000
27/10/2019,3328,3,35,36,46,47,52,10300000
23/10/2019,3327,5,14,24,50,51,53,10200000
20/10/2019,3326,5,9,13,15,38,40,10100000
16/10/2019,3325,4,25,26,33,41,52,10000000
13/10/2019,3324,7,20,26,41,53,55,259000000
09/10/2019,3323,9,13,16,21,30,42,257200000
06/10/2019,3322,8,16,25,50,52,56,255000000
02/10/2019,3321,2,3,14,23,28,55,252900000
29/09/2019,3320,5,13,25,44,50,55,250700000
25/09/2019,3319,14,17,27,39,49,54,248900000
22/09/2019,3318,6,8,20,26,29,51,246600000
18/09/2019,3317,20,35,40,41,43,45,244900000
15/09/2019,3316,5,10,20,25,31,44,242700000
11/09/2019,3315,17,26,35,45,46,48,241000000
08/09/2019,3314,2,8,11,17,43,52,238800000
04/09/2019,3313,22,33,39,43,54,55,236800000
01/09/2019,3312,5,13,19,20,25,38,234500000
28/08/2019,3311,5,10,37,38,40,46,232800000
25/08/2019,3310,1,5,28,32,43,52,230700000
21/08/2019,3309,16,39,41,47,52,53,228800000
18/08/2019,3308,8,15,19,27,34,37,226600000
14/08/2019,3307,4,12,20,28,44,46,224700000
11/08/2019,3306,10,25,26,28,31,45,222600000
07/08/2019,3305,4,15,24,38,55,56,220500000
04/08/2019,3304,1,2,4,15,21,43,218500000
31/07/2019,3303,6,12,28,44,50,56,216600000
28/07/2019,3302,1,5,10,38,48,49,214600000
24/07/2019,3301,14,15,34,36,41,44,212800000
21/07/2019,3300,3,10,19,29,41,44,210800000
17/07/2019,3299,9,16,20,30,39,40,208900000
14/07/2019,3298,2,20,34,42,45,50,206800000
10/07/2019,3297,7,12,27,31,38,40,205000000
07/07/2019,3296,29,33,40,46,48,53,202900000
03/07/2019,3295,8,17,28,34,43,48,201000000
30/06/2019,3294,22,28,29,31,55,56,198900000
26/06/2019,3293,3,4,16,21,25,29,197000000
23/06/2019,3292,7,8,11,13,24,37,195000000
19/06/2019,3291,4,11,17,41,46,53,193300000
16/06/2019,3290,15,22,25,33,34,43,191300000
12/06/2019,3289,9,18,20,22,34,41,189500000
09/06/2019,3288,1,11,22,26,52,53,187200000
05/06/2019,3287,6,13,28,29,31,46,185400000
02/06/2019,3286,14,15,17,27,36,40,183000000
29/05/2019,3285,17,20,34,39,42,47,181200000
26/05/2019,3284,32,41,47,48,51,56,179400000
22/05/2019,3283,5,7,41,49,51,55,177500000
19/05/2019,3282,5,8,12,21,27,47,175700000
15/05/2019,3281,1,8,26,32,42,44,173500000
12/05/2019,3280,9,35,42,44,55,56,171800000
08/05/2019,3279,5,15,31,40,51,52,169800000
05/05/2019,3278,12,16,23,31,33,48,167900000
01/05/2019,3277,1,7,33,41,45,55,166000000
28/04/2019,3276,1,5,23,29,30,51,163800000
24/04/2019,3275,8,26,30,40,45,47,162000000
21/04/2019,3274,4,8,9,22,35,52,160600000
17/04/2019,3273,6,8,23,28,38,44,158700000
14/04/2019,3272,12,21,30,31,45,49,156800000
10/04/2019,3271,19,28,34,36,41,42,154900000
07/04/2019,3270,6,7,33,34,36,52,153000000
03/04/2019,3269,4,7,15,19,42,44,151800000
31/03/2019,3268,3,11,16,19,54,56,149500000
27/03/2019,3267,8,9,24,40,45,46,147100000
24/03/2019,3266,10,14,40,46,53,55,144400000
20/03/2019,3265,18,23,32,33,39,40,142500000
17/03/2019,3264,12,17,19,26,39,49,140600000
13/03/2019,3263,7,25,26,39,40,46,138000000
10/03/2019,3262,9,14,17,31,42,50,136000000
06/03/2019,3261,6,13,25,37,48,53,133900000
03/03/2019,3260,9,19,26,28,34,44,131500000
27/02/2019,3259,9,12,31,34,52,56,129400000
24/02/2019,3258,1,13,16,20,28,50,127000000
20/02/2019,3257,7,8,21,29,40,51,125100000
17/02/2019,3256,5,30,32,34,36,43,123100000
13/02/2019,3255,4,11,20,36,46,54,121200000
10/02/2019,3254,1,4,16,30,33,41,119000000
06/02/2019,3253,23,27,39,48,50,54,116900000
03/02/2019,3252,2,10,18,46,47,54,114400000
30/01/2019,3251,4,14,18,29,36,50,113000000
27/01/2019,3250,3,5,6,12,34,43,110800000
23/01/2019,3249,4,13,24,26,36,50,108500000
20/01/2019,3248,3,33,37,41,50,51,106500000
16/01/2019,3247,4,19,30,32,36,48,104600000
13/01/2019,3246,4,6,29,40,42,43,102000000
09/01/2019,3245,11,24,34,45,50,56,100000000
06/01/2019,3244,6,24,28,32,47,52,98000000
02/01/2019,3243,5,9,16,22,50,55,96000000
30/12/2018,3242,27,28,29,31,42,48,94000000
26/12/2018,3241,10,29,37,44,50,52,92000000
23/12/2018,3240,5,23,24,39,42,53,90000000
19/12/2018,3239,2,22,30,34,40,55,88000000
16/12/2018,3238,11,13,19,25,28,49,85700000
12/12/2018,3237,12,18,35,39,44,47,84100000
09/12/2018,3236,1,10,21,25,30,47,82000000
05/12/2018,3235,17,18,22,26,44,54,80000000
02/12/2018,3234,2,12,14,21,22,33,77900000
28/11/2018,3233,6,24,36,40,47,54,76000000
25/11/2018,3232,12,20,29,38,39,47,73800000
21/11/2018,3231,1,2,6,25,39,44,72200000
18/11/2018,3230,8,24,25,49,51,52,70300000
14/11/2018,3229,2,9,11,32,35,46,68800000
11/11/2018,3228,8,10,31,38,46,49,66500000
07/11/2018,3227,1,10,19,34,49,52,64500000
04/11/2018,3226,10,15,22,25,26,34,62000000
31/10/2018,3225,7,25,33,35,40,45,60000000
28/10/2018,3224,4,11,15,16,41,50,58000000
24/10/2018,3223,3,5,10,14,35,54,56300000
21/10/2018,3222,16,17,19,24,47,56,53900000
17/10/2018,3221,3,6,8,12,47,56,52400000
14/10/2018,3220,11,32,33,38,41,50,50200000
10/10/2018,3219,17,21,25,27,32,55,48500000
07/10/2018,3218,8,9,18,19,45,49,46600000
03/10/2018,3217,9,13,15,29,45,46,44700000
30/09/2018,3216,34,39,42,44,45,48,42300000
26/09/2018,3215,6,21,22,33,34,54,40700000
23/09/2018,3214,12,22,48,52,53,55,38700000
19/09/2018,3213,16,21,34,43,50,52,37000000
16/09/2018,3212,9,14,38,40,51,55,35600000
12/09/2018,3211,16,33,40,52,53,54,33600000
09/09/2018,3210,15,20,25,39,45,47,31700000
05/09/2018,3209,3,18,38,40,42,45,30300000
02/09/2018,3208,5,22,29,43,49,50,28500000
29/08/2018,3207,5,21,22,25,32,34,26300000
26/08/2018,3206,2,3,14,45,53,56,24800000
22/08/2018,3205,8,9,20,44,46,53,22800000
19/08/2018,3204,5,8,33,39,49,55,20900000
15/08/2018,3203,7,13,40,42,44,51,19200000
12/08/2018,3202,13,20,22,28,35,56,17400000
08/08/2018,3201,3,6,9,32,33,50,15700000
05/08/2018,3200,13,16,38,43,50,51,13700000
01/08/2018,3199,16,17,19,44,45,53,11900000
29/07/2018,3198,4,13,27,31,36,45,10500000
25/07/2018,3197,8,20,22,25,35,36,10400000
22/07/2018,3196,9,17,25,29,30,56,10300000
18/07/2018,3195,6,22,24,33,46,56,10200000
15/07/2018,3194,7,8,12,16,32,35,10100000
11/07/2018,3193,3,7,13,14,43,44,10000000
08/07/2018,3192,23,25,32,47,50,52,10400000
04/07/2018,3191,12,14,19,33,46,48,10300000
01/07/2018,3190,13,14,16,48,49,56,10200000
27/06/2018,3189,11,29,33,40,51,55,10100000
24/06/2018,3188,1,6,7,17,18,38,10000000
20/06/2018,3187,6,9,19,21,37,44,241900000
17/06/2018,3186,1,8,13,35,36,51,240000000
13/06/2018,3185,2,3,5,6,12,38,238500000
10/06/2018,3184,16,33,35,39,48,50,236000000
06/06/2018,3183,13,15,17,23,47,56,234500000
03/06/2018,3182,10,15,33,42,43,44,232000000
30/05/2018,3181,2,7,18,48,52,55,230300000
27/05/2018,3180,6,23,24,32,41,44,228000000
23/05/2018,3179,3,8,34,42,49,54,226200000
20/05/2018,3178,8,22,23,28,38,45,224600000
16/05/2018,3177,10,32,45,46,53,56,222300000
13/05/2018,3176,17,18,33,36,50,54,220500000
09/05/2018,3175,26,27,34,47,48,52,218500000
06/05/2018,3174,13,17,26,35,45,56,216500000
02/05/2018,3173,9,13,23,42,44,48,214700000
29/04/2018,3172,10,11,12,13,15,23,212700000
25/04/2018,3171,4,16,28,33,34,45,211000000
22/04/2018,3170,24,30,33,42,44,47,209000000
18/04/2018,3169,12,30,36,40,45,48,207500000
15/04/2018,3168,9,18,22,24,50,55,205200000
11/04/2018,3167,4,37,38,42,50,54,203200000
08/04/2018,3166,13,23,26,33,37,56,201700000
04/04/2018,3165,16,25,30,36,51,53,199700000
01/04/2018,3164,12,28,29,36,50,56,198000000
28/03/2018,3163,1,8,21,28,41,42,196500000
25/03/2018,3162,8,13,20,27,48,49,194600000
21/03/2018,3161,18,20,25,32,43,55,192800000
18/03/2018,3160,7,8,20,24,32,41,190900000
14/03/2018,3159,25,30,34,42,49,56,189300000
11/03/2018,3158,23,29,34,49,52,55,187300000
